gameID,Reg,Role,earnings,gold,silver,bronze,s-tier
Shadow,Latin America,Support,24770.0,1,1,1,0
Shadow,Latin America,Support,18695.0,1,3,1,0
Isles,North America,Support,10850.0,2,3,0,0
Eign,Korea,Mid,1246.0,2,0,0,0
Slayder,Vietnam,ADC,20973.0,2,1,3,0
RoseThorn,North America,Jungle,7800.0,2,1,2,0
Nxi,North America,Jungle,5920.0,3,3,0,0
Straight,Latin America,Top,563.0,0,1,0,0
Haeri,North America,Mid,6000.0,2,3,0,0
TH,Vietnam,Top,3898.0,0,0,2,0
Draktharr,Vietnam,Jungle,1511.0,0,0,0,0
Glory,Vietnam,Mid,1511.0,0,0,0,0
Aomine,Vietnam,ADC,874.0,0,0,0,0
Elio,Vietnam,Support,1511.0,0,0,0,0
LL,Vietnam,Top,4795.0,0,1,0,0
Thien,North America,Top,2000.0,1,1,2,0
Katsurii,North America,ADC,2000.0,1,0,2,0
Yursan,North America,Support,3300.0,0,0,2,0
Cabu,Brazil,Support,4396.0,1,0,3,0
Jauny,Latin America,Top,6080.0,4,1,1,0
Emp,Latin America,Mid,10054.0,1,4,2,0
TopLop,Latin America,Mid,5000.0,2,1,1,0
Erry,Latin America,ADC,6800.0,1,1,1,0
Baula,Latin America,Support,6916.0,1,5,0,0
EasyLove,Vietnam,ADC,21547.0,1,4,0,0
Neephesto,Brazil,Jungle,349.0,0,0,0,0
Skeeto,Brazil,Top,1402.0,2,3,1,0
Follow,Brazil,Jungle,1321.0,4,1,0,0
Damage,Brazil,Support,6632.0,1,3,1,0
BocaJR,Brazil,Support,6045.0,2,0,1,0
Bankai,Brazil,Top,596.0,0,0,0,0
Kiari,Brazil,Top,2154.0,0,1,0,0
Erasus,Brazil,Jungle,2698.0,1,0,0,0
Froststrike,Brazil,Jungle,3995.0,1,3,0,0
bydeki,Brazil,Mid,1843.0,0,0,1,0
Harumi,Brazil,Support,474.0,0,0,0,0
Spawn,North America,ADC,3880.0,1,0,0,0
Shoryu,North America,ADC,10200.0,2,4,0,0
fNb,Brazil,Top,6798.0,2,3,0,0
Takeover,North America,Mid,400.0,0,1,1,0
Hyper,North America,Jungle,550.0,0,0,2,0
Sephis,Brazil,Jungle,4597.0,2,0,0,0
Bean J,Vietnam,Jungle,1862.0,1,1,0,0
Arrietty,Vietnam,ADC,1862.0,1,1,0,0
Taki,Vietnam,Support,1862.0,1,1,0,0
Bible,Korea,Support,356.0,1,0,0,0
Beichuan,China,Jungle,36866.0,0,2,0,0
Apii,Oceania,Top,5000.0,1,1,0,0
Minous,Korea,Support,642.0,1,1,0,0
iBo,Europe,Top,57553.0,9,7,1,0
Jaylink,Europe,ADC,949.0,1,0,1,0
Erdote,Europe,Support,11941.0,3,1,1,0
Miniduke,Europe,Jungle,3409.0,2,1,1,0
Odi11,Europe,ADC,5401.0,1,0,1,0
Clever,Korea,ADC,1779.0,0,0,0,0
Netuno,Brazil,ADC,909.0,1,0,0,0
Vital,Korea,ADC,1726.0,0,1,1,0
Tyrin,Brazil,Top,1847.0,0,1,1,0
ST3PZ,Brazil,ADC,1847.0,0,2,1,0
Pridestalkr,North America,Jungle,16271.0,1,1,3,0
